"SAMPLE_NUMBER","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","PRODUCT","CUSTOMER","X_CLIENT_CODE","DESCRIPTION","NAME","LAB"
"8486432","31/03/2016 03:21:27 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM31MAR16J2","Buttermilk Powder Blend 25Kg        2010","MG16031356","CHEMISTRY"
"8487552","01/04/2016 06:53:32 AM","T","SOLI030693","Insolubility Index","","","PDR_WPC","MG20","CPC31MAR16J1","WPC 35% 25Kg                        2406","MG16031439","CHEMISTRY"
"8488829","01/04/2016 10:20:33 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIV30MAR16W1","TDP IFCMP VIT 25Kg                  3380","MG16031552","CHEMISTRY"
"8489245","01/04/2016 11:30:07 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS31MAR16J1","HH HS SMP 25Kg                      4637","MG16031601","CHEMISTRY"
"8489493","01/04/2016 12:22:48 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIV31MAR16W1","TDP IFCMP VIT 25Kg                  3397","MG16031634","CHEMISTRY"
"8490707","01/04/2016 03:26:42 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS31MAR16J2","MH SMP 25Kg                         4442","MG16031685","CHEMISTRY"
"8491609","01/04/2016 07:21:25 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS01APR16J3","Instant SMP 25Kg                    4900","MG16031716","CHEMISTRY"
"8491641","01/04/2016 07:32:56 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM01APR16J1","BMP 25Kg                            2036","MG16031729","CHEMISTRY"
"8492064","02/04/2016 08:02:00 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC01APR16J1","WPC 35% 25Kg                        2406","MG16031788","CHEMISTRY"
"8492486","02/04/2016 09:59:43 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_WPC","MG20","CPC31MAR16J1","WPC 35% 25Kg                        2406","MG16031795","CHEMISTRY"
"8493310","02/04/2016 02:46:34 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS02APR16J1","HH HS SMP 25Kg                      4637","MG16031872","CHEMISTRY"
"8493333","02/04/2016 02:52:50 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM02APR16J1","BMP 25Kg                            2036","MG16031873","CHEMISTRY"
"8493492","02/04/2016 03:28:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS01APR16J1","HH HS SMP 25Kg                      4637","MG16031909","CHEMISTRY"
"8493573","02/04/2016 03:49:49 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF30MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16031930","CHEMISTRY"
"8493582","02/04/2016 03:53:39 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS31MAR16J6","MH SMP 25Kg                         4301","MG16031931","CHEMISTRY"
"8493906","03/04/2016 05:44:21 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC02APR16J1","WPC 35% 25Kg                        2406","MG16032003","CHEMISTRY"
"8494229","03/04/2016 09:22:19 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS01APR16J2","MH SMP 25Kg                         4301","MG16032089","CHEMISTRY"
"8494248","03/04/2016 09:28:50 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS02APR16J2","MH SMP 25Kg                         4301","MG16032092","CHEMISTRY"
"8494281","03/04/2016 09:38:26 AM","T","SOLI030693","Insolubility Index","ML","1.2","PDR_WHEY","MG20","CCW02APR16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16032097","CHEMISTRY"
"8494726","03/04/2016 12:17:01 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS02APR16J3","Instant SMP 25Kg                    4900","MG16032167","CHEMISTRY"
"8494741","03/04/2016 12:23:24 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_SMP","MG60","MIS03APR16J3","Instant SMP 25Kg                    4900","MG16032173","CHEMISTRY"
"8495578","04/04/2016 06:51:46 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC03APR16J1","WPC 35% 25Kg                        2402","MG16032314","CHEMISTRY"
"8497718","04/04/2016 01:24:05 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIV02APR16W1","TDP IFCMP VIT 25Kg                  3397","MG16032481","CHEMISTRY"
"8497745","04/04/2016 01:29:51 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIV01APR16W1","TDP IFCMP VIT 25Kg                  3397","MG16032482","CHEMISTRY"
"8497761","04/04/2016 01:35:37 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF03APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16032483","CHEMISTRY"
"8498983","04/04/2016 04:48:05 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","DAIBEST","6B2682 - SMPMH-25-01","6B2682 - SMPMH-25-01","DTS16028700","CHEMISTRY"
"8499498","05/04/2016 06:57:15 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC04APR16J1","WPC 35% 25Kg                        2402","MG16032579","CHEMISTRY"
"8499648","05/04/2016 07:39:40 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS04APR16J3","Instant SMP 25Kg                    4900","MG16032611","CHEMISTRY"
"8500737","05/04/2016 09:57:25 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF03APR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16032710","CHEMISTRY"
"8500815","05/04/2016 10:06:45 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS03APR16J6","MH SMP 25Kg                         4301","MG16032713","CHEMISTRY"
"8501524","05/04/2016 11:46:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS05APR16J3","Instant SMP 25Kg                    4900","MG16032764","CHEMISTRY"
"8501549","05/04/2016 11:53:18 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS05APR16J1","HH HS SMP 25Kg                      4637","MG16032770","CHEMISTRY"
"8501596","05/04/2016 12:03:54 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF04APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16032784","CHEMISTRY"
"8501848","05/04/2016 12:51:40 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM05APR16J1","BMP 25Kg                            2036","MG16032797","CHEMISTRY"
"8501968","05/04/2016 01:15:32 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF02APR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16032798","CHEMISTRY"
"8502083","05/04/2016 01:33:27 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS03APR16J2","MH SMP 25Kg                         4442","MG16032811","CHEMISTRY"
"8502653","05/04/2016 03:04:45 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MGTDP","XPF19DEC15W1","TDP FCMP 26% 25KG                   3244","MG16032832","CHEMISTRY"
"8502661","05/04/2016 03:07:35 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","MGTDP","XPF20DEC15W1","TDP FCMP 26% 25KG                   3244","MG16032833","CHEMISTRY"
"8502669","05/04/2016 03:10:17 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","MGTDP","XPF18DEC15W1","TDP FCMP 26% 25KG                   3244","MG16032834","CHEMISTRY"
"8503003","05/04/2016 04:45:05 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","DAIBEST","6B2678 - WMPI-25-01","6B2678 - WMPI-25-01","DTS16029097","CHEMISTRY"
"8503008","05/04/2016 04:46:10 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","DAIBEST","6B2681 - WMP26-25-01","6B2681 - WMP26-25-01","DTS16029099","CHEMISTRY"
"8503012","05/04/2016 04:47:04 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","DAIBEST","6B2685 + 6B2686 - WMP26","6B2685 + 6B2686 - WMP26","DTS16029100","CHEMISTRY"
"8503549","06/04/2016 05:45:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC05APR16J1","WPC 35% 25Kg                        2402","MG16032915","CHEMISTRY"
"8505027","06/04/2016 10:11:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS04APR16J2","MH SMP 25Kg                         4442","MG16033014","CHEMISTRY"
"8505088","06/04/2016 10:22:32 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS05APR16J2","MH SMP 25Kg                         4442","MG16033022","CHEMISTRY"
"8506066","06/04/2016 12:23:57 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF05APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16033094","CHEMISTRY"
"8507273","06/04/2016 03:49:35 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_MILK","MGHO","AUSTRALIAN MILK POWDER","V31AGO16 L P27105 2 HORA: 12:23","DTS16029511","CHEMISTRY"
"8507289","06/04/2016 03:51:29 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_MILK","MGHO","AUSTRALIAN MILK POWDER","V31AGO16 L P27105 1 HORA: 10:07","DTS16029511","CHEMISTRY"
"8507290","06/04/2016 03:51:29 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_MILK","MGHO","AUSTRALIAN MILK POWDER","V31AGO16 L P27105 1 HORA: 09:31","DTS16029511","CHEMISTRY"
"8507765","06/04/2016 05:07:14 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","DAIBEST","6A2687 - WMP26-25-01","6A2687 - WMP26-25-01","DTS16029548","CHEMISTRY"
"8507975","06/04/2016 06:27:14 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS06APR16J3","Instant SMP 25Kg                    4900","MG16033200","CHEMISTRY"
"8509457","07/04/2016 09:43:12 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS06APR16J2","MH SMP 25Kg                         4442","MG16033227","CHEMISTRY"
"8510268","07/04/2016 11:22:51 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS06APR16J1","HH HS SMP 25Kg                      4637","MG16033313","CHEMISTRY"
"8510677","07/04/2016 12:56:32 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF06APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16033324","CHEMISTRY"
"8510704","07/04/2016 01:01:47 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF04APR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16033326","CHEMISTRY"
"8510901","07/04/2016 01:29:14 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS06APR16J6","MH SMP 25Kg                         4442","MG16033358","CHEMISTRY"
"8512165","07/04/2016 06:06:33 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM06APR16J1","BMP 25Kg                            2036","MG16033513","CHEMISTRY"
"8512745","08/04/2016 07:17:38 AM","T","SOLI030693","Insolubility Index","","","PDR_WPC","MG20","","WPC 35% 25Kg                        2402","MG16033584","CHEMISTRY"
"8513813","08/04/2016 09:45:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC06APR16J1","WPC 35% 25Kg                        2402","MG16033608","CHEMISTRY"
"8514016","08/04/2016 10:13:05 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS07APR16J3","Instant SMP 25Kg                    4900","MG16033619","CHEMISTRY"
"8514122","08/04/2016 10:24:19 AM","T","SOLI030693","Insolubility Index","","","PDR_SMP","MG70","KMS07FEB16J2","MH SMP 25Kg                         4442","MG16033630","CHEMISTRY"
"8514335","08/04/2016 10:52:11 AM","T","SOLI030693","Insolubility Index","","","PDR_BMP","MG60","MBM06APR16J1","BMP 25Kg                            2036","MG16033650","CHEMISTRY"
"8514864","08/04/2016 12:07:52 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM08APR16J1","BMP 25Kg                            2036","MG16033677","CHEMISTRY"
"8514979","08/04/2016 12:23:13 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF07APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16033679","CHEMISTRY"
"8514998","08/04/2016 12:26:47 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS08APR16J3","Instant SMP 25Kg                    4900","MG16033680","CHEMISTRY"
"8515801","08/04/2016 02:55:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS07APR16J2","MH SMP 25Kg                         4442","MG16033754","CHEMISTRY"
"8516099","08/04/2016 03:50:04 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","DAIBEST","6A2689 - WMP26-25-01 ","6A2689 - WMP26-25-01","DTS16030399","CHEMISTRY"
"8516104","08/04/2016 03:51:05 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","DAIBEST","6A2690 - WMP26-25-01","6A2690 - WMP26-25-01","DTS16030400","CHEMISTRY"
"8516338","08/04/2016 04:50:40 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM07APR16J2","Buttermilk Powder Blend 25Kg        2010","MG16033815","CHEMISTRY"
"8517313","09/04/2016 10:08:40 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC08APR16J1","WPC 35% 25Kg                        2402","MG16033915","CHEMISTRY"
"8517354","09/04/2016 10:25:08 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF08APR16Q5","IFCMP INT.Bag Kg                    3393","MG16033917","CHEMISTRY"
"8517460","09/04/2016 10:46:39 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF08APR16J5","Instant Full Cream Milk Powder 25kg 3393","MG16033934","CHEMISTRY"
"8517718","09/04/2016 11:24:43 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS09APR16J1","HH HS SMP 25Kg                      4637","MG16033994","CHEMISTRY"
"8517735","09/04/2016 11:31:50 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM09APR16J1","BMP 25Kg                            2036","MG16033995","CHEMISTRY"
"8517754","09/04/2016 11:38:37 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS09APR16J3","Instant SMP 25Kg                    4900","MG16033996","CHEMISTRY"
"8518295","09/04/2016 02:02:42 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS08APR16J2","MH SMP 25Kg                         4442","MG16034070","CHEMISTRY"
"8518898","10/04/2016 09:39:52 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC09APR16J1","WPC 35% 25Kg                        2402","MG16034175","CHEMISTRY"
"8519331","10/04/2016 12:20:19 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF09APR16Q5","IFCMP INT.Bag Kg                    3393","MG16034239","CHEMISTRY"
"8519342","10/04/2016 12:23:31 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF09APR16J5","Instant Full Cream Milk Powder 25kg 3393","MG16034241","CHEMISTRY"
"8519364","10/04/2016 12:30:56 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_SMP","MG70","KMS09APR16J2","MH SMP 25Kg                         4442","MG16034256","CHEMISTRY"
"8520053","11/04/2016 06:50:31 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC10APR16J1","WPC 35% 25Kg                        2402","MG16034371","CHEMISTRY"
"8520911","11/04/2016 09:58:30 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS10APR16J2","MH SMP 25Kg                         4442","MG16034391","CHEMISTRY"
"8521165","11/04/2016 10:24:11 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS10APR16J3","Instant SMP 25Kg                    4900","MG16034422","CHEMISTRY"
"8522326","11/04/2016 01:38:30 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG40","RIF10APR16J5","Instant Full Cream Milk Powder 25kg 3393","MG16034530","CHEMISTRY"
"8522405","11/04/2016 01:50:22 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM11APR16J1","BMP 25Kg                            2000","MG16034537","CHEMISTRY"
"8522494","11/04/2016 02:05:38 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG40","RIF10APR16Q5","IFCMP INT.Bag Kg                    3393","MG16034543","CHEMISTRY"
"8522551","11/04/2016 02:16:32 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF09APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16034554","CHEMISTRY"
"8522574","11/04/2016 02:20:34 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF10APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16034555","CHEMISTRY"
"8522624","11/04/2016 02:24:21 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF08APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16034556","CHEMISTRY"
"8523435","11/04/2016 05:19:50 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_SMP","DAIBEST","6B2692 - SMPMH-25-01 ","6B2692 - SMPMH-25-01","DTS16030912","CHEMISTRY"
"8523533","11/04/2016 06:09:24 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","MG80","JNW11APR16W3","Follow On Gold 120  25Kg            3698","MG16034593","CHEMISTRY"
"8523534","11/04/2016 06:11:20 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","MG80","JNW11APR16W3","Follow On Gold 120  25Kg            3698","MG16034594","CHEMISTRY"
"8523537","11/04/2016 06:13:15 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JNW11APR16W3","Follow On Gold 120  25Kg            3698","MG16034595","CHEMISTRY"
"8523903","12/04/2016 05:44:20 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC11APR16J1","WPC 35% 25Kg                        2406","MG16034648","CHEMISTRY"
"8525492","12/04/2016 10:10:23 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS11APR16J2","MH SMP 25Kg                         4358","MG16034809","CHEMISTRY"
"8525983","12/04/2016 11:20:11 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","621E","WHEY PROTEIN CONCENTRATE LACPRODAN OPN-10 LOT NO. E220239 14.03.2016","","DTS16031097","CHEMISTRY"
"8526137","12/04/2016 11:35:30 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF10APR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16034861","CHEMISTRY"
"8526257","12/04/2016 11:48:14 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF11APR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16034867","CHEMISTRY"
"8526996","12/04/2016 01:46:46 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1604-1 TO DAA1604-6 WMP","DAA1604-1","DTS16031227","CHEMISTRY"
"8526997","12/04/2016 01:47:23 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1604-1 TO DAA1604-6 WMP","DAA1604-2","DTS16031227","CHEMISTRY"
"8526999","12/04/2016 01:48:00 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1604-1 TO DAA1604-6 WMP","DAA1604-3","DTS16031227","CHEMISTRY"
"8527001","12/04/2016 01:48:48 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1604-1 TO DAA1604-6 WMP","DAA1604-4","DTS16031227","CHEMISTRY"
"8527012","12/04/2016 01:49:28 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1604-1 TO DAA1604-6 WMP","DAA1604-5","DTS16031227","CHEMISTRY"
"8527017","12/04/2016 01:50:10 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1604-1 TO DAA1604-6 WMP","DAA1604-6","DTS16031227","CHEMISTRY"
"8527018","12/04/2016 01:50:14 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS11APR16J3","Instant SMP 25Kg                    4900","MG16034901","CHEMISTRY"
"8528024","12/04/2016 04:54:13 PM","T","SOLI030693","Insolubility Index","ML","0.4","PDR_FCMP","DAIBEST","0","0","DTS16031349","CHEMISTRY"
"8528028","12/04/2016 04:54:23 PM","T","SOLI030693","Insolubility Index","ML","0.5","PDR_FCMP","DAIBEST","0.015","0.015","DTS16031349","CHEMISTRY"
"8528031","12/04/2016 04:54:32 PM","T","SOLI030693","Insolubility Index","ML","0.6","PDR_FCMP","DAIBEST","0.03","0.03","DTS16031349","CHEMISTRY"
"8528033","12/04/2016 04:54:42 PM","T","SOLI030693","Insolubility Index","ML","0.6","PDR_FCMP","DAIBEST","0.06","0.06","DTS16031349","CHEMISTRY"
"8528214","12/04/2016 06:47:02 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG40","RPC11APR16J1","WPC 35% 25Kg                        2404","MG16035024","CHEMISTRY"
"8528448","13/04/2016 06:14:17 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC12APR16J1","WPC 35% 25Kg                        2406","MG16035042","CHEMISTRY"
"8528649","13/04/2016 07:16:44 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JNW12APR16W3","Follow On Gold 120  25Kg            3698","MG16035056","CHEMISTRY"
"8528654","13/04/2016 07:18:42 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JNW12APR16W3","Follow On Gold 120  25Kg            3698","MG16035057","CHEMISTRY"
